Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),2780,Nicaragua,NIC,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),2546,Nicaragua,NIC,1990
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),2413,Nicaragua,NIC,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),1915,Nicaragua,NIC,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),1474,Nicaragua,NIC,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),849,Nicaragua,NIC,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),610,Nicaragua,NIC,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),537,Nicaragua,NIC,1990
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),518,Nicaragua,NIC,1990
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),517,Nicaragua,NIC,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),496,Nicaragua,NIC,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),431,Nicaragua,NIC,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),430,Nicaragua,NIC,1990
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),357,Nicaragua,NIC,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),355,Nicaragua,NIC,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),285,Nicaragua,NIC,1990
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),244,Nicaragua,NIC,1990
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),194,Nicaragua,NIC,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),181,Nicaragua,NIC,1990
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),145,Nicaragua,NIC,1990
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),121,Nicaragua,NIC,1990
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),62,Nicaragua,NIC,1990
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),51,Nicaragua,NIC,1990
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",37,Nicaragua,NIC,1990
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),34,Nicaragua,NIC,1990
Terrorism (deaths),Deaths - Terrorism (deaths) ---,23,Nicaragua,NIC,1990
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),21,Nicaragua,NIC,1990
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),19,Nicaragua,NIC,1990
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),17,Nicaragua,NIC,1990
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),5,Nicaragua,NIC,1990
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),4,Nicaragua,NIC,1990
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),2,Nicaragua,NIC,1990
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Nicaragua,NIC,1990
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),3185,Nicaragua,NIC,1991
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),2439,Nicaragua,NIC,1991
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),2300,Nicaragua,NIC,1991
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),1818,Nicaragua,NIC,1991
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),1625,Nicaragua,NIC,1991
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),929,Nicaragua,NIC,1991
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),688,Nicaragua,NIC,1991
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),587,Nicaragua,NIC,1991
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),549,Nicaragua,NIC,1991
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),505,Nicaragua,NIC,1991
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),491,Nicaragua,NIC,1991
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),490,Nicaragua,NIC,1991
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),477,Nicaragua,NIC,1991
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),390,Nicaragua,NIC,1991
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),381,Nicaragua,NIC,1991
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),278,Nicaragua,NIC,1991
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),264,Nicaragua,NIC,1991
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),222,Nicaragua,NIC,1991
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),189,Nicaragua,NIC,1991
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),167,Nicaragua,NIC,1991
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),133,Nicaragua,NIC,1991
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),59,Nicaragua,NIC,1991
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),55,Nicaragua,NIC,1991
Terrorism (deaths),Deaths - Terrorism (deaths) ---,54,Nicaragua,NIC,1991
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",38,Nicaragua,NIC,1991
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),34,Nicaragua,NIC,1991
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),22,Nicaragua,NIC,1991
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),20,Nicaragua,NIC,1991
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),17,Nicaragua,NIC,1991
