Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),45852,Portugal,PRT,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),21692,Portugal,PRT,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),5560,Portugal,PRT,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),4624,Portugal,PRT,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),3659,Portugal,PRT,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),3510,Portugal,PRT,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),3325,Portugal,PRT,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),2864,Portugal,PRT,1990
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),2022,Portugal,PRT,1990
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),1659,Portugal,PRT,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),1579,Portugal,PRT,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),656,Portugal,PRT,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),510,Portugal,PRT,1990
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),504,Portugal,PRT,1990
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),332,Portugal,PRT,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),245,Portugal,PRT,1990
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),210,Portugal,PRT,1990
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",183,Portugal,PRT,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),126,Portugal,PRT,1990
