Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),9738,Sierra Leone,SLE,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),8971,Sierra Leone,SLE,1990
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),7831,Sierra Leone,SLE,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),7383,Sierra Leone,SLE,1990
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),5542,Sierra Leone,SLE,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),2756,Sierra Leone,SLE,1990
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),2297,Sierra Leone,SLE,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),2261,Sierra Leone,SLE,1990
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),2253,Sierra Leone,SLE,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),1873,Sierra Leone,SLE,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),1672,Sierra Leone,SLE,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),1186,Sierra Leone,SLE,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),1037,Sierra Leone,SLE,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),878,Sierra Leone,SLE,1990
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),688,Sierra Leone,SLE,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),643,Sierra Leone,SLE,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),460,Sierra Leone,SLE,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),329,Sierra Leone,SLE,1990
