Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),269723,Brazil,BRA,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),117672,Brazil,BRA,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),82075,Brazil,BRA,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),67705,Brazil,BRA,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),44236,Brazil,BRA,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),43933,Brazil,BRA,1990
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),43818,Brazil,BRA,1990
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),42554,Brazil,BRA,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),40254,Brazil,BRA,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),27284,Brazil,BRA,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),24474,Brazil,BRA,1990
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),16573,Brazil,BRA,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),16255,Brazil,BRA,1990
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),15599,Brazil,BRA,1990
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),13314,Brazil,BRA,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),10778,Brazil,BRA,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),9951,Brazil,BRA,1990
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),9249,Brazil,BRA,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),8388,Brazil,BRA,1990
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),8072,Brazil,BRA,1990
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),4593,Brazil,BRA,1990
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),4212,Brazil,BRA,1990
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),3818,Brazil,BRA,1990
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),2891,Brazil,BRA,1990
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",2721,Brazil,BRA,1990
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),390,Brazil,BRA,1990
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),347,Brazil,BRA,1990
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),232,Brazil,BRA,1990
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),187,Brazil,BRA,1990
