Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),125150,Spain,ESP,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),83062,Spain,ESP,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),22694,Spain,ESP,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),20287,Spain,ESP,1990
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),11872,Spain,ESP,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),11525,Spain,ESP,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),9643,Spain,ESP,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),9336,Spain,ESP,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),9015,Spain,ESP,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),7675,Spain,ESP,1990
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),3538,Spain,ESP,1990
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),2685,Spain,ESP,1990
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),2119,Spain,ESP,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),1450,Spain,ESP,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),1109,Spain,ESP,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),837,Spain,ESP,1990
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),585,Spain,ESP,1990
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),445,Spain,ESP,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),370,Spain,ESP,1990
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),339,Spain,ESP,1990
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",338,Spain,ESP,1990
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),253,Spain,ESP,1990
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),208,Spain,ESP,1990
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),205,Spain,ESP,1990
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),117,Spain,ESP,1990
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),104,Spain,ESP,1990
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),51,Spain,ESP,1990
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),36,Spain,ESP,1990
Terrorism (deaths),Deaths - Terrorism (deaths) ---,32,Spain,ESP,1990
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),17,Spain,ESP,1990
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),10,Spain,ESP,1990
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),0,Spain,ESP,1990
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Spain,ESP,1990
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),125014,Spain,ESP,1991
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),84960,Spain,ESP,1991
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),23295,Spain,ESP,1991
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),20350,Spain,ESP,1991
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),12735,Spain,ESP,1991
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),11397,Spain,ESP,1991
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),9695,Spain,ESP,1991
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),9108,Spain,ESP,1991
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),8856,Spain,ESP,1991
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),7800,Spain,ESP,1991
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),3567,Spain,ESP,1991
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),2768,Spain,ESP,1991
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),2765,Spain,ESP,1991
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),1346,Spain,ESP,1991
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),1051,Spain,ESP,1991
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),803,Spain,ESP,1991
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),718,Spain,ESP,1991
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),414,Spain,ESP,1991
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),358,Spain,ESP,1991
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),338,Spain,ESP,1991
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",323,Spain,ESP,1991
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),246,Spain,ESP,1991
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),214,Spain,ESP,1991
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),204,Spain,ESP,1991
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),119,Spain,ESP,1991
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),103,Spain,ESP,1991
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),90,Spain,ESP,1991
Terrorism (deaths),Deaths - Terrorism (deaths) ---,46,Spain,ESP,1991
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),32,Spain,ESP,1991
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),16,Spain,ESP,1991
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),1,Spain,ESP,1991
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),0,Spain,ESP,1991
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Spain,ESP,1991
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),122785,Spain,ESP,1992
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),85862,Spain,ESP,1992
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),23463,Spain,ESP,1992
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),20093,Spain,ESP,1992
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),13557,Spain,ESP,1992
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),11084,Spain,ESP,1992
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),9545,Spain,ESP,1992
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),8665,Spain,ESP,1992
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),8528,Spain,ESP,1992
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),7796,Spain,ESP,1992
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),3593,Spain,ESP,1992
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),3508,Spain,ESP,1992
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),2813,Spain,ESP,1992
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),1286,Spain,ESP,1992
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),977,Spain,ESP,1992
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),800,Spain,ESP,1992
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),755,Spain,ESP,1992
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),405,Spain,ESP,1992
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),339,Spain,ESP,1992
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),333,Spain,ESP,1992
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",312,Spain,ESP,1992
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),243,Spain,ESP,1992
