cca3,Year,Death Numbers,population,Death Rate
QAT,1990,1145,476275.0,0.24040732769933337
QAT,1991,1189,487354.0,0.24397050193493844
QAT,1992,1232,495403.0,0.24868642297281202
QAT,1993,1260,501479.0,0.25125678243754973
QAT,1994,1254,507044.0,0.24731581480108236
QAT,1995,1290,513447.0,0.25124306890487236
QAT,1996,1389,522530.0,0.2658220580636519
QAT,1997,1463,535320.0,0.27329447806919227
QAT,1998,1506,551566.0,0.27304076030792324
QAT,1999,1527,570486.0,0.2676665159180068
QAT,2000,1536,592467.0,0.25925494584508507
QAT,2001,1585,615013.0,0.25771812953547324
QAT,2002,1691,640872.0,0.2638592417830706
QAT,2003,1768,681791.0,0.25931700477125685
QAT,2004,1833,753332.0,0.24331901472391987
QAT,2005,1979,865410.0,0.2286777365641719
QAT,2006,2174,1022704.0,0.2125737261221233
QAT,2007,2357,1218441.0,0.1934439172680499
QAT,2008,2515,1436670.0,0.17505759847424948
QAT,2009,2699,1654944.0,0.16308708935166388
QAT,2010,2839,1856329.0,0.15293625214064963
QAT,2011,2944,2035862.0,0.14460705096907353
QAT,2012,3075,2196078.0,0.1400223489329614
QAT,2013,3199,2336579.0,0.13690955880370406
QAT,2014,3324,2459202.0,0.1351657976855907
QAT,2015,3394,2565708.0,0.13228317485855756
QAT,2016,3511,2654379.0,0.13227199280886415
QAT,2017,3651,2724727.0,0.13399507546994616
QAT,2018,3875,2781682.0,0.13930420515357256
QAT,2019,4131,2832071.0,0.1458649871419184
