Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),71986,Hungary,HUN,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),31280,Hungary,HUN,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),9162,Hungary,HUN,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),5951,Hungary,HUN,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),5385,Hungary,HUN,1990
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),4240,Hungary,HUN,1990
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),2390,Hungary,HUN,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),2329,Hungary,HUN,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),1866,Hungary,HUN,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),1301,Hungary,HUN,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),1102,Hungary,HUN,1990
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),919,Hungary,HUN,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),785,Hungary,HUN,1990
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),607,Hungary,HUN,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),596,Hungary,HUN,1990
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),341,Hungary,HUN,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),339,Hungary,HUN,1990
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",321,Hungary,HUN,1990
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),216,Hungary,HUN,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),170,Hungary,HUN,1990
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),165,Hungary,HUN,1990
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),153,Hungary,HUN,1990
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),26,Hungary,HUN,1990
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),21,Hungary,HUN,1990
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),19,Hungary,HUN,1990
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),15,Hungary,HUN,1990
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),7,Hungary,HUN,1990
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),4,Hungary,HUN,1990
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),1,Hungary,HUN,1990
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),0,Hungary,HUN,1990
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),0,Hungary,HUN,1990
Terrorism (deaths),Deaths - Terrorism (deaths) ---,,Hungary,HUN,1990
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Hungary,HUN,1990
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),71311,Hungary,HUN,1991
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),31433,Hungary,HUN,1991
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),9499,Hungary,HUN,1991
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),6324,Hungary,HUN,1991
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),5287,Hungary,HUN,1991
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),4091,Hungary,HUN,1991
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),2446,Hungary,HUN,1991
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),2300,Hungary,HUN,1991
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),1826,Hungary,HUN,1991
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),1295,Hungary,HUN,1991
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),1127,Hungary,HUN,1991
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),994,Hungary,HUN,1991
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),750,Hungary,HUN,1991
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),605,Hungary,HUN,1991
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),562,Hungary,HUN,1991
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),385,Hungary,HUN,1991
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),335,Hungary,HUN,1991
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",318,Hungary,HUN,1991
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),239,Hungary,HUN,1991
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),207,Hungary,HUN,1991
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),166,Hungary,HUN,1991
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),147,Hungary,HUN,1991
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),21,Hungary,HUN,1991
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),20,Hungary,HUN,1991
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),18,Hungary,HUN,1991
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),15,Hungary,HUN,1991
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),7,Hungary,HUN,1991
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),4,Hungary,HUN,1991
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),1,Hungary,HUN,1991
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),0,Hungary,HUN,1991
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),0,Hungary,HUN,1991
Terrorism (deaths),Deaths - Terrorism (deaths) ---,0,Hungary,HUN,1991
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Hungary,HUN,1991
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),73052,Hungary,HUN,1992
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),32909,Hungary,HUN,1992
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),10477,Hungary,HUN,1992
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),7202,Hungary,HUN,1992
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),5426,Hungary,HUN,1992
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),4157,Hungary,HUN,1992
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),2498,Hungary,HUN,1992
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),2318,Hungary,HUN,1992
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),1864,Hungary,HUN,1992
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),1336,Hungary,HUN,1992
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),1113,Hungary,HUN,1992
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),969,Hungary,HUN,1992
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),757,Hungary,HUN,1992
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),619,Hungary,HUN,1992
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),548,Hungary,HUN,1992
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),413,Hungary,HUN,1992
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),347,Hungary,HUN,1992
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",322,Hungary,HUN,1992
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),264,Hungary,HUN,1992
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),217,Hungary,HUN,1992
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),159,Hungary,HUN,1992
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),141,Hungary,HUN,1992
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),23,Hungary,HUN,1992
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),20,Hungary,HUN,1992
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),16,Hungary,HUN,1992
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),15,Hungary,HUN,1992
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),6,Hungary,HUN,1992
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),4,Hungary,HUN,1992
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),0,Hungary,HUN,1992
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),0,Hungary,HUN,1992
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),0,Hungary,HUN,1992
Terrorism (deaths),Deaths - Terrorism (deaths) ---,0,Hungary,HUN,1992
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Hungary,HUN,1992
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),73185,Hungary,HUN,1993
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),33455,Hungary,HUN,1993
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),11051,Hungary,HUN,1993
