Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),4501,Liberia,LBR,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),4269,Liberia,LBR,1990
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),3996,Liberia,LBR,1990
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),3686,Liberia,LBR,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),3386,Liberia,LBR,1990
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),2990,Liberia,LBR,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),1616,Liberia,LBR,1990
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),1215,Liberia,LBR,1990
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),1181,Liberia,LBR,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),1163,Liberia,LBR,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),1151,Liberia,LBR,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),1103,Liberia,LBR,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),695,Liberia,LBR,1990
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),536,Liberia,LBR,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),450,Liberia,LBR,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),437,Liberia,LBR,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),389,Liberia,LBR,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),318,Liberia,LBR,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),173,Liberia,LBR,1990
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),139,Liberia,LBR,1990
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),124,Liberia,LBR,1990
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),123,Liberia,LBR,1990
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),103,Liberia,LBR,1990
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),98,Liberia,LBR,1990
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",91,Liberia,LBR,1990
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),67,Liberia,LBR,1990
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),47,Liberia,LBR,1990
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),18,Liberia,LBR,1990
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),15,Liberia,LBR,1990
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),3,Liberia,LBR,1990
Terrorism (deaths),Deaths - Terrorism (deaths) ---,2,Liberia,LBR,1990
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),0,Liberia,LBR,1990
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Liberia,LBR,1990
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),4889,Liberia,LBR,1991
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),4037,Liberia,LBR,1991
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),3817,Liberia,LBR,1991
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),3465,Liberia,LBR,1991
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),3066,Liberia,LBR,1991
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),1622,Liberia,LBR,1991
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),1193,Liberia,LBR,1991
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),1181,Liberia,LBR,1991
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),1147,Liberia,LBR,1991
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),1134,Liberia,LBR,1991
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),1115,Liberia,LBR,1991
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),716,Liberia,LBR,1991
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),573,Liberia,LBR,1991
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),459,Liberia,LBR,1991
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),446,Liberia,LBR,1991
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),395,Liberia,LBR,1991
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),362,Liberia,LBR,1991
