Causes name,Causes Full Description,Death Numbers,Entity,cca3,Year
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),10142,Ecuador,ECU,1990
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),6238,Ecuador,ECU,1990
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),4568,Ecuador,ECU,1990
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),4009,Ecuador,ECU,1990
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),3488,Ecuador,ECU,1990
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),2794,Ecuador,ECU,1990
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),2488,Ecuador,ECU,1990
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),2081,Ecuador,ECU,1990
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),1713,Ecuador,ECU,1990
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),1473,Ecuador,ECU,1990
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),1190,Ecuador,ECU,1990
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),1166,Ecuador,ECU,1990
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),1146,Ecuador,ECU,1990
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),1087,Ecuador,ECU,1990
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),1085,Ecuador,ECU,1990
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),805,Ecuador,ECU,1990
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),797,Ecuador,ECU,1990
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),600,Ecuador,ECU,1990
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),486,Ecuador,ECU,1990
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),408,Ecuador,ECU,1990
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),350,Ecuador,ECU,1990
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),266,Ecuador,ECU,1990
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",189,Ecuador,ECU,1990
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),168,Ecuador,ECU,1990
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),88,Ecuador,ECU,1990
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),66,Ecuador,ECU,1990
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),49,Ecuador,ECU,1990
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),25,Ecuador,ECU,1990
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),7,Ecuador,ECU,1990
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),6,Ecuador,ECU,1990
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),4,Ecuador,ECU,1990
Terrorism (deaths),Deaths - Terrorism (deaths) ---,3,Ecuador,ECU,1990
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Ecuador,ECU,1990
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),10982,Ecuador,ECU,1991
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),6751,Ecuador,ECU,1991
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),4691,Ecuador,ECU,1991
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),3984,Ecuador,ECU,1991
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),3675,Ecuador,ECU,1991
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),2947,Ecuador,ECU,1991
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),2746,Ecuador,ECU,1991
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),2170,Ecuador,ECU,1991
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),1767,Ecuador,ECU,1991
Cirrhosis and other chronic liver diseases,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),1596,Ecuador,ECU,1991
Diabetes mellitus,Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),1338,Ecuador,ECU,1991
Interpersonal violence,Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),1305,Ecuador,ECU,1991
Chronic kidney disease,Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),1245,Ecuador,ECU,1991
Nutritional deficiencies,Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),1177,Ecuador,ECU,1991
Protein-energy malnutrition,Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),1093,Ecuador,ECU,1991
Alzheimer's disease and other dementias,Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),849,Ecuador,ECU,1991
Drowning,Deaths - Drowning - Sex: Both - Age: All Ages (Number),634,Ecuador,ECU,1991
Self-harm,Deaths - Self-harm - Sex: Both - Age: All Ages (Number),556,Ecuador,ECU,1991
Malaria,Deaths - Malaria - Sex: Both - Age: All Ages (Number),513,Ecuador,ECU,1991
Alcohol use disorders,Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),437,Ecuador,ECU,1991
Maternal disorders,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),356,Ecuador,ECU,1991
Meningitis,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),276,Ecuador,ECU,1991
"Fire, heat, and hot substances","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",195,Ecuador,ECU,1991
Parkinson's disease,Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),185,Ecuador,ECU,1991
Poisonings,Deaths - Poisonings - Sex: Both - Age: All Ages (Number),94,Ecuador,ECU,1991
HIV/AIDS,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),92,Ecuador,ECU,1991
Acute hepatitis,Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),50,Ecuador,ECU,1991
Drug use disorders,Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),28,Ecuador,ECU,1991
Environmental heat and cold exposure,Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),6,Ecuador,ECU,1991
Exposure to forces of nature,Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),0,Ecuador,ECU,1991
Conflict and terrorism,Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),0,Ecuador,ECU,1991
Terrorism (deaths),Deaths - Terrorism (deaths) ---,0,Ecuador,ECU,1991
Number of executions (Amnesty International),Deaths - Number of executions (Amnesty International) ---,,Ecuador,ECU,1991
Cardiovascular diseases,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),10971,Ecuador,ECU,1992
Neoplasms,Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),6887,Ecuador,ECU,1992
Lower respiratory infections,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),4603,Ecuador,ECU,1992
Neonatal disorders,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),4039,Ecuador,ECU,1992
Digestive diseases,Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),3657,Ecuador,ECU,1992
Road injuries,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),2739,Ecuador,ECU,1992
Diarrheal diseases,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),2588,Ecuador,ECU,1992
Tuberculosis,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),2017,Ecuador,ECU,1992
Chronic respiratory diseases,Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),1714,Ecuador,ECU,1992
