cca3,Year,Death Numbers,population,Death Rate
USA,1990,2070995,2.52120309E8,0.8214312477302255
USA,1991,2091122,2.54539371E8,0.8215318486034916
USA,1992,2108831,2.56990608E8,0.8205867974754937
USA,1993,2174147,2.5953213E8,0.8377178579006769
USA,1994,2205940,2.62241204E8,0.8411874130962272
USA,1995,2241176,2.6516374E8,0.8452045517233994
USA,1996,2237662,2.68335007E8,0.833906103052741
USA,1997,2230713,2.71713634E8,0.820979413936954
USA,1998,2252337,2.75175309E8,0.8185098467537288
USA,1999,2291393,2.78548148E8,0.8226200807481225
USA,2000,2309875,2.81710914E8,0.819945158390278
USA,2001,2333847,2.84607992E8,0.8200215965825723
USA,2002,2346880,2.87279312E8,0.816933173384932
USA,2003,2349782,2.89815567E8,0.8107852950493856
USA,2004,2322785,2.92354663E8,0.7945093046112968
USA,2005,2352254,2.94993509E8,0.797391782610376
USA,2006,2349965,2.97758977E8,0.7892171795042137
USA,2007,2348491,3.00608425E8,0.7812459015411827
USA,2008,2369178,3.03486022E8,0.7806547347343727
USA,2009,2372204,3.06307565E8,0.7744516528672741
USA,2010,2380973,3.09011469E8,0.7705128252052029
USA,2011,2424664,3.11584051E8,0.7781733346807279
USA,2012,2455725,3.14043885E8,0.7819687366305509
USA,2013,2496966,3.16400539E8,0.7891788073091747
USA,2014,2540733,3.18673422E8,0.7972842492023072
USA,2015,2602307,3.20878312E8,0.810994979305426
USA,2016,2659917,3.23015992E8,0.8234629448315365
USA,2017,2683916,3.25084758E8,0.8256049949902604
USA,2018,2761982,3.27096263E8,0.844394238768787
USA,2019,2834964,3.29064917E8,0.8615211934002677
